review_text,sentiment,cluster12,cluster_label,x,y
"Can't clean up old Alexa lists! We use this purely for the Alexa shopping list integration. However, early on it was very buggy, so we had to relink our Alexa account a number of times. And now we have like 4 or 5 old ""Alexa shopping list""s that we cannot delete! ""Alexa lists can not be modified with Any.do. You can do it from the Alexa app""... No, I can not, because it only deletes the working one!",Negative,0,Task management,12.427242,5.546061
Nothing more than a simple to do list without any decent widgets. Nobody wants to open the app every time they want to create a new task or check something they already did,Negative,8,General task/app praise,13.133348,4.980596
Really helps me get stuff done and on time...,Positive,5,Habit tracking,14.619491,2.529871
Beautiful and detailed app! There are two features that would make it more useful: 1) a counter to keep track of quantity (example: alcohol drinks); 2) a limit which causes a fail if you go over (example: limit 14 drinks in a week or 2 per day),Positive,8,General task/app praise,14.973284,3.9980133
"This app will send spam everyday, even when you block them.",Negative,7,App stability & updates,10.296797,3.9957635
No longer syncs properly with Google calendar,Negative,10,Calendar integration,15.354245,7.4884744
my data is now disappearing frequently or often is suddenly double or triple in my calendar,Negative,10,Calendar integration,15.854866,7.497116
why do email ID and password Aap email id qu magate ho eese aapako kayaa 👎👎,Negative,3,Ease of use,9.596027,4.789828
Amazing app pretty good to remember you what you should do :3,Positive,8,General task/app praise,14.121418,3.8404796
We need it,Positive,3,Ease of use,13.287557,1.3826822
"I like this app. It's just that whenever I enter something in my calendar, it would not sink right away.",Negative,10,Calendar integration,15.854104,6.740787
"App has a lot of features, unfortunatelly many not free of charge",Neutral,2,General positive,10.481513,3.0620298
cool idea. woupd be good if it could access my outlook calendar,Neutral,10,Calendar integration,16.066072,6.8751574
can anyone tell me how to use this app?,Negative,2,General positive,11.951283,2.3490312
"This is update on 22 Feb 2020 I don't know what happened to the app, but it now annoys me every second time i open it, with some ridiculous animated games, which hijack the whole phone for about 30 seconds, and then goes to Google Play, asking to download the idiotic game. Not sure if it's the app itself, or if it's been hacked. In either case I AM UNINSTALLING THIS! ========= Excellent app, I've been using it for many years now, since its predecessor..... all good with app :-)",Negative,7,App stability & updates,10.864073,4.371951
This app is amazing I'm having fun just setting up that being said an optional progress bar for tasks would be really helpful,Positive,8,General task/app praise,14.119558,4.08294
Best hai ji,Positive,3,Ease of use,10.5714445,0.8978017
Serviceable but not awesome by any means. I've spent enough time trying to set up tasks in here that I feel like I can't bail even though I don't love it. It's really tricky to figure out how to make tasks show up like I want and have only been able to really get things set up right by using the website in addition to the app. Nothing is intuitive or easy to figure out in this app.,Negative,8,General task/app praise,12.615122,3.4119296
I'm loving it 😁,Positive,3,Ease of use,12.480115,0.6242797
Exactly what I was looking for. This app really helps me keep track of my habits and it super user friendly. Love it!,Positive,8,General task/app praise,15.105039,3.7173722
Wish it had a little more options but still great and easy app,Positive,2,General positive,11.510266,3.3998094
I really tried to like the update. But it seems confusing. I'm not sure what was wrong with the way it was before but now I don't understand how it works.,Negative,9,Sync & login issues,11.411169,3.9396129
Achievements should have reward options such as exp/gold.   Otherwise it is a neat app.,Positive,8,General task/app praise,13.457172,4.3461075
"You have to pay for some advanced thing, you have a limited space to type stuff in for reminders. Just not for me",Negative,4,Reminders & notifications,13.825878,7.2245626
"Good program, but the ads are becoming *super* intrusive. Been using for years, but I'm considering changing to something else. Edit to dev response: The ads are *not* skippable Edit #2: no, they are not, until you sit through them. Taking off a star for lying developer.",Negative,6,Ads friction,16.542204,8.532231
"I would like to buy the program, but I do wish to use a different address.",Positive,1,Premium / paywall friction,9.233319,4.000834
"Nice. Will be better if app has got inhabit counter.. for example count of pushups or exercise. I need it, but app is very nice. I will be recommend it.",Positive,8,General task/app praise,14.749224,3.8999343
I love the layout and different features. Two things that I would love changed or added are: 1. The ability to either edit a routine for a singular day or to clear a routine from a singular day (like when I have an atypical day and can't follow my regular routine); and 2. The ability to see the overlap in events/routines if two different things occur at the same time.,Neutral,5,Habit tracking,14.678378,5.2381124
Update: They are slow but they update and sync slowly. Overall very good app. Very buggy with time. The times are off. I think it's a sync issue with google calendar. It doesn't work even after fixing sync issues.,Positive,10,Calendar integration,15.582512,7.3031073
"I need help, party and guild is buggy for me. Only a blank page is displayed if i open that. Pls fix this",Neutral,9,Sync & login issues,10.672897,4.819917
Love it so far. Wish it had a widget for Android though.,Neutral,11,Widget issues,11.7356,6.7982125
